,year,m,doy,ndsi,swe
129,2013.0,1.0,1.0,1492.0,2.8
130,2013.0,1.0,1.0,7104.0,2.2
131,2013.0,1.0,1.0,6438.0,4.9
132,2013.0,1.0,1.0,4231.885713375971,15.2
133,2013.0,1.0,1.0,7104.0,2.2
134,2013.0,1.0,1.0,6165.0,9.3
135,2013.0,1.0,1.0,7496.0,16.4
136,2013.0,1.0,1.0,8152.622641509434,5.0
137,2013.0,1.0,1.0,7681.0,2.6
138,2013.0,1.0,1.0,6771.625790139067,8.3
139,2013.0,1.0,1.0,5394.692793931732,5.7
140,2013.0,1.0,1.0,6432.0,4.4
141,2013.0,1.0,1.0,5278.879396984923,6.8
142,2013.0,1.0,1.0,3917.0,9.9
143,2013.0,1.0,1.0,6986.0,5.1
144,2013.0,1.0,1.0,6954.0,9.9
145,2013.0,1.0,1.0,6954.0,9.9
146,2013.0,1.0,1.0,7881.0,4.2
147,2013.0,1.0,1.0,5815.0,11.4
148,2013.0,1.0,1.0,4762.0,5.7
149,2013.0,1.0,1.0,6448.811224489797,6.8
150,2013.0,1.0,1.0,5736.0,4.7
151,2013.0,1.0,1.0,432.0,5.2
152,2013.0,1.0,1.0,8282.0,12.5
153,2013.0,1.0,1.0,6165.0,9.3
154,2013.0,1.0,1.0,307.0,5.2
155,2013.0,1.0,1.0,5425.0,1.9
156,2013.0,1.0,1.0,2356.7320754716984,5.4
157,2013.0,1.0,1.0,1690.442065491184,4.5
158,2013.0,1.0,1.0,1039.1367088607594,11.6
159,2013.0,1.0,1.0,677.4750957854405,3.6
160,2013.0,1.0,1.0,3751.0,15.8
161,2013.0,1.0,1.0,5985.0,7.9
162,2013.0,1.0,1.0,7649.856423173803,3.6
163,2013.0,1.0,1.0,7797.0,24.4
164,2013.0,1.0,1.0,2356.7320754716984,5.4
165,2013.0,1.0,1.0,5475.0,3.6
166,2013.0,1.0,1.0,8282.0,12.5
167,2013.0,1.0,1.0,5595.902688860436,6.9
168,2013.0,1.0,1.0,5425.0,1.9
169,2013.0,1.0,1.0,863.9076856590468,5.6
170,2013.0,1.0,1.0,6264.0,4.8
171,2013.0,1.0,1.0,6585.0,7.1
172,2013.0,1.0,1.0,6603.867710882839,4.8
173,2013.0,1.0,1.0,6585.0,7.1
174,2013.0,1.0,1.0,4201.845454710872,2.3
175,2013.0,1.0,1.0,5796.29366541567,2.9
176,2013.0,1.0,1.0,6448.811224489797,6.8
177,2013.0,1.0,1.0,6432.0,4.4
178,2013.0,1.0,1.0,1275.108998732573,16.3
179,2013.0,1.0,1.0,-252.0,5.9
180,2013.0,1.0,1.0,-252.0,5.9
181,2013.0,1.0,1.0,4706.0,4.9
182,2013.0,1.0,1.0,6769.142312579415,6.4
183,2013.0,1.0,1.0,6271.651282051283,3.0
184,2013.0,1.0,1.0,7960.0,10.3
185,2013.0,1.0,1.0,4115.0,8.6
186,2013.0,1.0,1.0,6108.0,2.3
187,2013.0,1.0,1.0,5278.879396984923,6.8
188,2013.0,1.0,1.0,1492.0,2.8
189,2013.0,1.0,1.0,6162.0,8.2
190,2013.0,1.0,1.0,5389.0,5.7
191,2013.0,1.0,1.0,5796.29366541567,2.9
192,2013.0,1.0,1.0,7130.0,3.8
193,2013.0,1.0,1.0,1747.0,13.0
194,2013.0,1.0,1.0,4428.851898734178,6.2
195,2013.0,1.0,1.0,6986.0,5.1
196,2013.0,1.0,1.0,1340.0,2.2
197,2013.0,1.0,1.0,4501.689567430026,6.4
198,2013.0,1.0,1.0,6108.0,2.3
199,2013.0,1.0,1.0,7181.668763875237,9.3
200,2013.0,1.0,1.0,846.0,14.6
201,2013.0,1.0,1.0,1335.0,6.3
202,2013.0,1.0,1.0,6656.0,6.4
203,2013.0,1.0,1.0,5644.0,3.8
204,2013.0,1.0,1.0,7243.0,13.2
205,2013.0,1.0,1.0,7130.0,3.8
206,2013.0,1.0,1.0,1739.0,2.0
207,2013.0,1.0,1.0,6656.0,6.4
208,2013.0,1.0,1.0,4428.851898734178,6.2
209,2013.0,1.0,1.0,7649.856423173803,3.6
210,2013.0,1.0,1.0,1199.0,10.0
211,2013.0,1.0,1.0,6206.0,8.5
212,2013.0,1.0,1.0,7960.0,10.3
213,2013.0,1.0,1.0,4231.885713375971,15.2
214,2013.0,1.0,1.0,6626.891314039292,6.4
215,2013.0,1.0,1.0,1340.0,2.2
216,2013.0,1.0,1.0,2231.0,6.9
217,2013.0,1.0,1.0,6264.0,4.8
218,2013.0,1.0,1.0,6113.0,4.5
219,2013.0,1.0,1.0,6823.206289308175,14.4
220,2013.0,1.0,1.0,1275.108998732573,16.3
221,2013.0,1.0,1.0,1232.1525851197982,9.7
222,2013.0,1.0,1.0,6815.317480719794,4.4
223,2013.0,1.0,1.0,3460.0,4.4
224,2013.0,1.0,1.0,5815.0,11.4
225,2013.0,1.0,1.0,5475.0,3.6
226,2013.0,1.0,1.0,432.0,5.2
227,2013.0,1.0,1.0,1838.0,2.2
228,2013.0,1.0,1.0,5113.0,4.4
229,2013.0,1.0,1.0,6113.0,4.5
230,2013.0,1.0,1.0,1199.0,10.0
231,2013.0,1.0,1.0,6639.0,13.0
232,2013.0,1.0,1.0,677.4750957854405,3.6
233,2013.0,1.0,1.0,1232.1525851197982,9.7
234,2013.0,1.0,1.0,8400.875634517768,17.8
235,2013.0,1.0,1.0,4899.0,3.7
236,2013.0,1.0,1.0,6823.206289308175,14.4
237,2013.0,1.0,1.0,4698.0,5.5
238,2013.0,1.0,1.0,6127.0,4.6
239,2013.0,1.0,1.0,998.4257989673132,28.4
240,2013.0,1.0,1.0,1747.0,13.0
241,2013.0,1.0,1.0,6639.0,13.0
242,2013.0,1.0,1.0,7098.0,14.9
243,2013.0,1.0,1.0,6269.0,4.5
244,2013.0,1.0,1.0,7098.0,14.9
245,2013.0,1.0,1.0,5508.0,5.5
246,2013.0,1.0,1.0,4115.0,8.6
247,2013.0,1.0,1.0,1839.545222929936,5.2
248,2013.0,1.0,1.0,7797.0,24.4
249,2013.0,1.0,1.0,5367.801919577871,9.2
250,2013.0,1.0,1.0,5595.902688860436,6.9
251,2013.0,1.0,1.0,5736.0,4.7
252,2013.0,1.0,1.0,998.4257989673132,28.4
253,2013.0,1.0,1.0,2169.50505050505,2.1
254,2013.0,1.0,1.0,945.1658291457284,2.1
255,2013.0,1.0,1.0,7243.0,13.2
256,2013.0,1.0,1.0,8152.622641509434,5.0
257,2013.0,1.0,1.0,307.0,5.2
258,2013.0,1.0,1.0,992.0,1.0
259,2013.0,1.0,1.0,3710.0,10.1
260,2013.0,1.0,1.0,6206.0,8.5
261,2013.0,1.0,1.0,3710.0,10.1
262,2013.0,1.0,1.0,6626.891314039292,6.4
263,2013.0,1.0,1.0,7892.0,21.4
264,2013.0,1.0,1.0,4698.0,5.5
265,2013.0,1.0,1.0,6954.0,14.3
266,2013.0,1.0,1.0,7823.0,34.9
267,2013.0,1.0,1.0,945.1658291457284,2.1
268,2013.0,1.0,1.0,8680.0,32.4
269,2013.0,1.0,1.0,8680.0,32.4
270,2013.0,1.0,8.0,6481.0,13.5
271,2013.0,1.0,8.0,7855.0,22.4
272,2013.0,1.0,8.0,5867.0,3.3
273,2013.0,1.0,8.0,4749.0,16.4
274,2013.0,1.0,8.0,3026.0,20.2
275,2013.0,1.0,8.0,4458.0,15.6
276,2013.0,1.0,8.0,4026.59256749073,21.5
277,2013.0,1.0,8.0,7328.0,23.6
278,2013.0,1.0,8.0,6221.258974358975,19.9
279,2013.0,1.0,8.0,6371.170266836087,13.5
280,2013.0,1.0,8.0,5803.0,11.0
281,2013.0,1.0,8.0,6221.258974358975,19.9
282,2013.0,1.0,8.0,6481.0,13.5
283,2013.0,1.0,8.0,3523.0,8.9
284,2013.0,1.0,8.0,5867.0,3.3
285,2013.0,1.0,8.0,7554.767256947129,37.4
286,2013.0,1.0,8.0,7328.0,23.6
287,2013.0,1.0,8.0,7855.0,22.4
288,2013.0,1.0,8.0,6371.170266836087,13.5
289,2013.0,1.0,8.0,3523.0,8.9
290,2013.0,1.0,8.0,4026.59256749073,21.5
291,2013.0,1.0,8.0,5803.0,11.0
292,2013.0,1.0,8.0,3026.0,20.2
293,2013.0,1.0,8.0,6393.0,4.7
294,2013.0,1.0,8.0,6664.0,9.8
295,2013.0,1.0,8.0,4458.0,15.6
296,2013.0,1.0,8.0,7554.767256947129,37.4
297,2013.0,1.0,8.0,6664.0,9.8
298,2013.0,1.0,8.0,4749.0,16.4
299,2013.0,1.0,8.0,6393.0,4.7
300,2013.0,1.0,8.0,1523.8611111111106,8.1
301,2013.0,1.0,8.0,3037.0,2.2
302,2013.0,1.0,8.0,2069.547858942065,4.8
303,2013.0,1.0,8.0,2129.521997816593,9.5
304,2013.0,1.0,8.0,3264.0,26.3
305,2013.0,1.0,8.0,1845.0,20.4
306,2013.0,1.0,8.0,1915.0,8.2
307,2013.0,1.0,8.0,85.0,4.4
308,2013.0,1.0,8.0,1416.0,8.3
309,2013.0,1.0,8.0,1555.0,17.4
310,2013.0,1.0,8.0,1067.746109369811,8.2
311,2013.0,1.0,8.0,1306.0,2.6
312,2013.0,1.0,8.0,715.5825977301388,5.8
313,2013.0,1.0,8.0,1797.0,6.8
314,2013.0,1.0,8.0,1352.0453400503775,0.9
315,2013.0,1.0,8.0,4188.0,15.8
316,2013.0,1.0,8.0,525.1999999999999,3.6
317,2013.0,1.0,8.0,4763.0,11.2
318,2013.0,1.0,8.0,2907.0,6.6
319,2013.0,1.0,8.0,2907.0,6.6
320,2013.0,1.0,8.0,1352.0453400503775,0.9
321,2013.0,1.0,8.0,3784.0,15.1
322,2013.0,1.0,8.0,2821.5703906903977,9.3
323,2013.0,1.0,8.0,1067.746109369811,8.2
324,2013.0,1.0,8.0,7590.0,8.7
325,2013.0,1.0,8.0,7590.0,8.7
326,2013.0,1.0,8.0,2749.0,16.8
327,2013.0,1.0,8.0,1523.8611111111106,8.1
328,2013.0,1.0,8.0,3274.0,1.2
329,2013.0,1.0,8.0,1283.0471337579618,5.5
330,2013.0,1.0,8.0,1612.0,16.5
331,2013.0,1.0,8.0,1144.423076923077,3.8
332,2013.0,1.0,8.0,1915.0,8.2
333,2013.0,1.0,8.0,6098.0,4.4
334,2013.0,1.0,8.0,500.0,4.6
335,2013.0,1.0,8.0,1845.0,20.4
336,2013.0,1.0,8.0,5179.506329113925,12.0
337,2013.0,1.0,8.0,4064.0,1.4
338,2013.0,1.0,8.0,4064.0,1.4
339,2013.0,1.0,8.0,1416.0,8.3
340,2013.0,1.0,8.0,525.1999999999999,3.6
341,2013.0,1.0,8.0,4650.0,4.6
342,2013.0,1.0,8.0,1208.0,6.8
343,2013.0,1.0,8.0,1208.0,6.8
344,2013.0,1.0,8.0,4422.0,4.9
345,2013.0,1.0,8.0,2305.592463541336,13.3
346,2013.0,1.0,8.0,4211.450161941852,2.6
347,2013.0,1.0,8.0,5006.90391908976,5.8
348,2013.0,1.0,8.0,1715.0,5.7
349,2013.0,1.0,8.0,3598.0,5.9
350,2013.0,1.0,8.0,1498.836733765495,5.6
351,2013.0,1.0,8.0,5001.01540436457,3.1
352,2013.0,1.0,8.0,5088.0,3.6
353,2013.0,1.0,8.0,6748.0,4.8
354,2013.0,1.0,8.0,2532.0,7.4
355,2013.0,1.0,8.0,6577.417402269863,5.7
356,2013.0,1.0,8.0,2542.0,2.3
357,2013.0,1.0,8.0,7107.0,5.8
358,2013.0,1.0,8.0,6098.0,4.4
359,2013.0,1.0,8.0,2542.0,2.3
360,2013.0,1.0,8.0,7107.0,5.8
361,2013.0,1.0,8.0,1472.0,5.4
362,2013.0,1.0,8.0,3412.0,26.6
363,2013.0,1.0,8.0,715.5825977301388,5.8
364,2013.0,1.0,8.0,1827.0,7.0
365,2013.0,1.0,8.0,1612.0,16.5
366,2013.0,1.0,8.0,4124.0,3.0
367,2013.0,1.0,8.0,4124.0,3.0
368,2013.0,1.0,8.0,3436.860406091371,19.5
369,2013.0,1.0,8.0,6011.0,6.3
370,2013.0,1.0,8.0,85.0,4.4
371,2013.0,1.0,8.0,2837.0,5.0
372,2013.0,1.0,8.0,4908.0,8.0
373,2013.0,1.0,8.0,6491.0,4.2
374,2013.0,1.0,8.0,2330.0,8.1
375,2013.0,1.0,8.0,5203.0,4.5
376,2013.0,1.0,8.0,936.586500404888,4.8
377,2013.0,1.0,8.0,1082.0,5.9
378,2013.0,1.0,8.0,3647.0,8.2
379,2013.0,1.0,8.0,6011.0,6.3
380,2013.0,1.0,8.0,907.0,10.0
381,2013.0,1.0,8.0,1082.0,5.9
382,2013.0,1.0,8.0,2305.592463541336,13.3
383,2013.0,1.0,8.0,5814.10796915167,4.4
384,2013.0,1.0,8.0,2661.33290978399,6.4
385,2013.0,1.0,8.0,2330.0,8.1
386,2013.0,1.0,8.0,2837.0,5.0
387,2013.0,1.0,8.0,2511.0,2.0
388,2013.0,1.0,8.0,4763.0,11.2
389,2013.0,1.0,8.0,2105.0,40.0
390,2013.0,1.0,8.0,3412.0,26.6
391,2013.0,1.0,8.0,5001.01540436457,3.1
392,2013.0,1.0,8.0,7117.0,3.7
393,2013.0,1.0,8.0,2365.0,2.4
394,2013.0,1.0,8.0,1472.0,5.4
395,2013.0,1.0,8.0,6577.417402269863,5.7
396,2013.0,1.0,8.0,452.0,6.1
397,2013.0,1.0,8.0,3889.0,4.9
398,2013.0,1.0,8.0,2529.164348925412,9.2
399,2013.0,1.0,8.0,3789.0,2.9
400,2013.0,1.0,8.0,2609.0,2.6
401,2013.0,1.0,8.0,6748.0,4.8
402,2013.0,1.0,8.0,3396.852239335524,16.7
403,2013.0,1.0,8.0,2609.0,2.6
404,2013.0,1.0,8.0,4037.0,9.5
405,2013.0,1.0,8.0,1555.0,17.4
406,2013.0,1.0,8.0,8223.901886792451,5.2
407,2013.0,1.0,8.0,2365.0,2.4
408,2013.0,1.0,8.0,2529.164348925412,9.2
409,2013.0,1.0,8.0,5006.90391908976,5.8
410,2013.0,1.0,8.0,1802.0,5.1
411,2013.0,1.0,8.0,1848.1206030150747,7.2
412,2013.0,1.0,8.0,907.0,10.0
413,2013.0,1.0,8.0,2626.0,6.0
414,2013.0,1.0,8.0,2008.0,10.0
415,2013.0,1.0,8.0,2008.0,10.0
416,2013.0,1.0,8.0,6491.0,4.2
417,2013.0,1.0,8.0,5884.0,11.1
418,2013.0,1.0,8.0,3598.0,5.9
419,2013.0,1.0,8.0,644.8647959183675,7.5
420,2013.0,1.0,8.0,653.0,4.9
421,2013.0,1.0,8.0,2498.0,5.6
422,2013.0,1.0,8.0,1530.0,12.7
423,2013.0,1.0,8.0,4037.0,9.5
424,2013.0,1.0,8.0,1848.0,5.3
425,2013.0,1.0,8.0,4465.0,2.1
426,2013.0,1.0,8.0,5626.513207547169,5.7
427,2013.0,1.0,8.0,2069.547858942065,4.8
428,2013.0,1.0,8.0,5179.506329113925,12.0
429,2013.0,1.0,8.0,3020.8876117496807,3.7
430,2013.0,1.0,8.0,4188.0,15.8
431,2013.0,1.0,8.0,4908.0,8.0
432,2013.0,1.0,8.0,3440.884130982368,3.7
433,2013.0,1.0,8.0,1924.0,26.6
434,2013.0,1.0,8.0,5626.513207547169,5.7
435,2013.0,1.0,8.0,4556.0,3.8
436,2013.0,1.0,8.0,1530.0,12.7
437,2013.0,1.0,8.0,902.0,7.4
438,2013.0,1.0,8.0,4465.0,2.1
439,2013.0,1.0,8.0,1498.836733765495,5.6
440,2013.0,1.0,8.0,5480.0,5.0
441,2013.0,1.0,8.0,1166.0,7.5
442,2013.0,1.0,8.0,936.586500404888,4.8
443,2013.0,1.0,8.0,1166.0,7.5
444,2013.0,1.0,8.0,4211.450161941852,2.6
445,2013.0,1.0,8.0,2576.503045604458,3.1
446,2013.0,1.0,8.0,644.8647959183675,7.5
447,2013.0,1.0,8.0,1802.0,5.1
448,2013.0,1.0,8.0,2316.666666666667,17.5
449,2013.0,1.0,8.0,496.0,6.1
450,2013.0,1.0,8.0,496.0,6.1
451,2013.0,1.0,8.0,4422.0,4.9
452,2013.0,1.0,8.0,2661.33290978399,6.4
453,2013.0,1.0,8.0,1144.423076923077,3.8
454,2013.0,1.0,8.0,1231.0,10.6
455,2013.0,1.0,8.0,2354.0,10.7
456,2013.0,1.0,8.0,2037.0,3.7
457,2013.0,1.0,8.0,1848.1206030150747,7.2
458,2013.0,1.0,8.0,3789.0,2.9
459,2013.0,1.0,8.0,3647.0,8.2
460,2013.0,1.0,8.0,452.0,6.1
461,2013.0,1.0,8.0,2576.503045604458,3.1
462,2013.0,1.0,8.0,4397.936386768448,4.0
463,2013.0,1.0,8.0,1883.0,14.3
464,2013.0,1.0,8.0,6826.760759493671,6.4
465,2013.0,1.0,8.0,2626.0,6.0
466,2013.0,1.0,8.0,3780.0,2.9
467,2013.0,1.0,8.0,1797.0,6.8
468,2013.0,1.0,8.0,2037.0,3.7
469,2013.0,1.0,8.0,2821.5703906903977,9.3
470,2013.0,1.0,8.0,2749.0,16.8
471,2013.0,1.0,8.0,2532.0,7.4
472,2013.0,1.0,8.0,1833.0,6.5
473,2013.0,1.0,8.0,5088.0,3.6
474,2013.0,1.0,8.0,6152.0,13.4
475,2013.0,1.0,8.0,4397.936386768448,4.0
476,2013.0,1.0,8.0,2511.0,2.0
477,2013.0,1.0,8.0,1833.0,6.5
478,2013.0,1.0,8.0,6826.760759493671,6.4
479,2013.0,1.0,8.0,3440.884130982368,3.7
480,2013.0,1.0,8.0,1543.0,10.3
481,2013.0,1.0,8.0,4652.0,10.2
482,2013.0,1.0,8.0,1231.0,10.6
483,2013.0,1.0,8.0,3396.852239335524,16.7
484,2013.0,1.0,8.0,5962.105569859801,6.4
485,2013.0,1.0,8.0,3780.0,2.9
486,2013.0,1.0,8.0,1827.0,7.0
487,2013.0,1.0,8.0,5480.0,5.0
488,2013.0,1.0,8.0,250.0,4.8
489,2013.0,1.0,8.0,1523.9861635220125,14.8
490,2013.0,1.0,8.0,2316.666666666667,17.5
491,2013.0,1.0,8.0,4606.475409836065,10.9
492,2013.0,1.0,8.0,5814.10796915167,4.4
493,2013.0,1.0,8.0,500.0,4.6
494,2013.0,1.0,8.0,5884.0,11.1
495,2013.0,1.0,8.0,4556.0,3.8
496,2013.0,1.0,8.0,2498.0,5.6
497,2013.0,1.0,8.0,1306.0,2.6
498,2013.0,1.0,8.0,5203.0,4.5
499,2013.0,1.0,8.0,250.0,4.8
500,2013.0,1.0,8.0,1543.0,10.3
501,2013.0,1.0,8.0,3250.0,13.6
502,2013.0,1.0,8.0,3020.8876117496807,3.7
503,2013.0,1.0,8.0,4606.475409836065,10.9
504,2013.0,1.0,8.0,3436.860406091371,19.5
505,2013.0,1.0,8.0,7117.0,3.7
506,2013.0,1.0,8.0,1523.9861635220125,14.8
507,2013.0,1.0,8.0,182.0,5.8
508,2013.0,1.0,8.0,4650.0,4.6
509,2013.0,1.0,8.0,4224.165066078289,29.8
510,2013.0,1.0,8.0,1883.0,14.3
511,2013.0,1.0,8.0,3250.0,13.6
512,2013.0,1.0,8.0,1336.0,16.3
513,2013.0,1.0,8.0,3889.0,4.9
514,2013.0,1.0,8.0,1336.0,16.3
515,2013.0,1.0,8.0,1715.0,5.7
516,2013.0,1.0,8.0,2354.0,10.7
517,2013.0,1.0,8.0,1283.0471337579618,5.5
518,2013.0,1.0,8.0,1924.0,26.6
519,2013.0,1.0,8.0,2129.521997816593,9.5
520,2013.0,1.0,8.0,902.0,7.4
521,2013.0,1.0,8.0,653.0,4.9
522,2013.0,1.0,8.0,4224.165066078289,29.8
523,2013.0,1.0,8.0,3037.0,2.2
524,2013.0,1.0,8.0,3565.5527638190947,2.7
525,2013.0,1.0,8.0,6152.0,13.4
526,2013.0,1.0,8.0,8223.901886792451,5.2
527,2013.0,1.0,8.0,1848.0,5.3
528,2013.0,1.0,8.0,3274.0,1.2
529,2013.0,1.0,8.0,4011.0,10.3
530,2013.0,1.0,8.0,4652.0,10.2
531,2013.0,1.0,8.0,4011.0,10.3
532,2013.0,1.0,8.0,5962.105569859801,6.4
533,2013.0,1.0,8.0,3264.0,26.3
534,2013.0,1.0,8.0,182.0,5.8
535,2013.0,1.0,8.0,3784.0,15.1
536,2013.0,1.0,8.0,2105.0,40.0
537,2013.0,1.0,8.0,3565.5527638190947,2.7
538,2013.0,1.0,8.0,3462.0,35.1
539,2013.0,1.0,8.0,3462.0,35.1
540,2013.0,1.0,15.0,5231.0,14.7
541,2013.0,1.0,15.0,5130.0,23.2
542,2013.0,1.0,15.0,6207.0,4.0
543,2013.0,1.0,15.0,5271.0,16.7
544,2013.0,1.0,15.0,2328.0,21.4
545,2013.0,1.0,15.0,3956.0,17.0
546,2013.0,1.0,15.0,3855.6864518183247,22.2
547,2013.0,1.0,15.0,6676.0,24.5
548,2013.0,1.0,15.0,5577.556410256409,20.5
549,2013.0,1.0,15.0,5775.688691232529,14.5
550,2013.0,1.0,15.0,5047.547169811321,11.4
551,2013.0,1.0,15.0,5577.556410256409,20.5
552,2013.0,1.0,15.0,5231.0,14.7
553,2013.0,1.0,15.0,3984.0,9.4
554,2013.0,1.0,15.0,6207.0,4.0
555,2013.0,1.0,15.0,6963.125651044628,38.6
556,2013.0,1.0,15.0,6676.0,24.5
557,2013.0,1.0,15.0,5130.0,23.2
558,2013.0,1.0,15.0,5775.688691232529,14.5
